id,user_id,course_id,enrolled_at,is_paid
51,2010,441,2025-09-12 17:28:44,False
52,1789,714,2025-09-12 17:33:13,False
53,2139,762,2025-09-12 17:28:58,False
54,238,512,2025-09-12 17:28:39,False
55,865,492,2025-09-12 17:31:32,False
56,1589,299,2025-09-12 17:32:43,False
57,1554,381,2025-09-12 17:32:27,False
58,1654,78,2025-09-12 17:29:08,True
59,283,408,2025-09-12 17:30:09,False
60,1297,396,2025-09-12 17:36:52,False
61,1579,505,2025-09-12 17:30:39,False
62,1020,328,2025-09-12 17:36:58,False
63,1136,719,2025-09-12 17:28:22,False
64,766,453,2025-09-12 17:30:59,False
65,780,699,2025-09-12 17:27:52,False
66,1181,121,2025-09-12 17:31:45,True
67,503,407,2025-09-12 17:32:20,False
68,1946,410,2025-09-12 17:36:25,False
69,725,438,2025-09-12 17:36:16,True
70,495,599,2025-09-12 17:28:23,True
71,1888,88,2025-09-12 17:36:24,True
72,1290,260,2025-09-12 17:36:53,False
73,112,365,2025-09-12 17:38:49,True
74,975,278,2025-09-12 17:36:21,True
75,223,708,2025-09-12 17:32:06,False
76,813,337,2025-09-12 17:36:27,False
77,1922,646,2025-09-12 17:38:15,False
78,513,419,2025-09-12 17:32:06,True
79,1563,370,2025-09-12 17:28:44,False
80,726,517,2025-09-12 17:33:55,True
81,757,244,2025-09-12 17:27:43,False
82,613,761,2025-09-12 17:32:21,False
83,1614,666,2025-09-12 17:34:12,False
84,41,764,2025-09-12 17:28:37,True
85,2069,230,2025-09-12 17:38:15,False
86,520,800,2025-09-12 17:32:43,True
87,1790,560,2025-09-12 17:31:37,False
88,1526,649,2025-09-12 17:27:55,True
89,2048,518,2025-09-12 17:29:22,True
90,1749,763,2025-09-12 17:28:12,False
91,492,439,2025-09-12 17:28:38,False
92,585,189,2025-09-12 17:37:04,True
93,1839,368,2025-09-12 17:27:06,True
94,997,388,2025-09-12 17:28:51,True
95,156,771,2025-09-12 17:35:10,False
96,1001,328,2025-09-12 17:27:45,True
97,1550,202,2025-09-12 17:35:02,False
98,1443,289,2025-09-12 17:33:11,False
99,280,188,2025-09-12 17:33:57,False
100,597,379,2025-09-12 17:36:16,False
101,1345,520,2025-09-12 17:28:51,False
102,86,246,2025-09-12 17:31:32,False
103,331,34,2025-09-12 17:29:44,False
104,1928,343,2025-09-12 17:37:07,True
105,432,781,2025-09-12 17:36:36,True
106,1740,587,2025-09-12 17:31:15,True
107,132,100,2025-09-12 17:28:25,False
108,722,75,2025-09-12 17:32:44,True
109,987,438,2025-09-12 17:29:54,True
110,2123,110,2025-09-12 17:30:11,False
111,2016,177,2025-09-12 17:38:06,False
112,1371,603,2025-09-12 17:36:44,True
113,1257,711,2025-09-12 17:38:59,True
114,1266,309,2025-09-12 17:28:48,False
115,219,291,2025-09-12 17:37:47,False
116,1855,382,2025-09-12 17:27:19,False
117,1401,467,2025-09-12 17:35:03,True
118,1793,289,2025-09-12 17:30:45,True
119,531,181,2025-09-12 17:29:11,False
120,522,340,2025-09-12 17:29:55,False
121,621,720,2025-09-12 17:38:40,False
122,1285,450,2025-09-12 17:35:43,True
123,279,386,2025-09-12 17:31:06,False
124,1148,301,2025-09-12 17:33:59,True
125,2110,182,2025-09-12 17:27:07,False
126,1724,442,2025-09-12 17:38:39,True
127,46,783,2025-09-12 17:35:57,True
128,1453,41,2025-09-12 17:31:41,True
129,1591,64,2025-09-12 17:36:52,True
130,1892,294,2025-09-12 17:30:14,False
131,930,378,2025-09-12 17:35:26,True
132,1687,436,2025-09-12 17:36:22,True
133,1648,151,2025-09-12 17:31:05,False
134,577,530,2025-09-12 17:28:02,False
135,951,315,2025-09-12 17:34:22,False
136,1974,289,2025-09-12 17:30:38,False
137,2063,202,2025-09-12 17:37:29,True
138,1512,386,2025-09-12 17:38:24,True
139,1842,781,2025-09-12 17:33:39,False
140,76,339,2025-09-12 17:30:19,True
141,1975,594,2025-09-12 17:36:02,False
142,1002,403,2025-09-12 17:32:01,True
143,2103,121,2025-09-12 17:32:54,True
144,1683,322,2025-09-12 17:29:21,False
145,853,503,2025-09-12 17:33:56,True
146,1951,666,2025-09-12 17:37:06,True
147,1101,33,2025-09-12 17:34:03,True
148,1534,778,2025-09-12 17:36:54,False
149,1075,778,2025-09-12 17:31:56,False
150,971,244,2025-09-12 17:31:37,True
151,758,703,2025-09-12 17:31:17,False
152,389,305,2025-09-12 17:37:33,False
153,1844,787,2025-09-12 17:29:09,True
154,2033,725,2025-09-12 17:34:12,True
155,1901,390,2025-09-12 17:31:23,False
156,2094,168,2025-09-12 17:38:05,False
157,1652,724,2025-09-12 17:37:21,True
158,1918,347,2025-09-12 17:35:31,False
159,1006,442,2025-09-12 17:27:03,False
160,2102,453,2025-09-12 17:28:59,True
161,2121,697,2025-09-12 17:33:57,False
162,50,680,2025-09-12 17:37:06,True
163,1500,281,2025-09-12 17:30:17,True
164,1121,243,2025-09-12 17:31:21,False
165,2046,210,2025-09-12 17:38:49,False
166,1480,513,2025-09-12 17:29:13,True
167,366,109,2025-09-12 17:36:52,True
168,420,691,2025-09-12 17:30:10,False
169,1730,641,2025-09-12 17:37:58,False
170,1102,597,2025-09-12 17:36:56,False
171,1720,248,2025-09-12 17:29:04,False
172,2068,327,2025-09-12 17:38:29,False
173,1194,458,2025-09-12 17:31:16,False
174,2055,251,2025-09-12 17:29:17,True
175,1977,348,2025-09-12 17:27:43,True
176,463,501,2025-09-12 17:30:58,False
177,1900,183,2025-09-12 17:31:17,False
178,639,289,2025-09-12 17:27:49,True
179,604,444,2025-09-12 17:28:15,False
180,1552,549,2025-09-12 17:38:42,False
181,1134,168,2025-09-12 17:33:46,True
182,1668,475,2025-09-12 17:29:18,True
183,1719,460,2025-09-12 17:30:45,True
184,1775,728,2025-09-12 17:31:45,False
185,233,679,2025-09-12 17:28:57,False
186,803,288,2025-09-12 17:36:50,False
187,859,739,2025-09-12 17:27:04,True
188,1926,730,2025-09-12 17:38:09,True
189,1943,55,2025-09-12 17:30:37,False
190,1218,754,2025-09-12 17:28:55,False
191,957,445,2025-09-12 17:38:54,False
192,2144,682,2025-09-12 17:27:16,False
193,441,321,2025-09-12 17:34:05,False
194,1190,410,2025-09-12 17:28:51,True
195,322,109,2025-09-12 17:32:51,False
196,1278,517,2025-09-12 17:30:33,False
197,288,382,2025-09-12 17:34:39,False
198,312,602,2025-09-12 17:29:29,True
199,2003,346,2025-09-12 17:29:32,True
200,1042,348,2025-09-12 17:38:05,True
201,642,746,2025-09-12 17:29:08,True
202,643,630,2025-09-12 17:33:19,False
203,2146,206,2025-09-12 17:32:34,False
204,1187,189,2025-09-12 17:34:02,False
205,1578,773,2025-09-12 17:33:29,True
206,126,232,2025-09-12 17:38:17,False
207,561,226,2025-09-12 17:35:53,False
208,634,205,2025-09-12 17:38:38,True
209,1058,143,2025-09-12 17:31:43,True
210,1195,49,2025-09-12 17:34:36,False
211,1707,685,2025-09-12 17:38:21,False
212,1190,139,2025-09-12 17:30:28,True
213,2079,185,2025-09-12 17:37:52,False
214,228,248,2025-09-12 17:29:31,True
215,443,210,2025-09-12 17:30:33,True
216,1974,337,2025-09-12 17:33:40,False
217,1593,716,2025-09-12 17:33:03,False
218,9,641,2025-09-12 17:30:14,True
219,443,499,2025-09-12 17:38:23,True
220,599,601,2025-09-12 17:38:20,True
221,2129,399,2025-09-12 17:31:10,False
222,1636,151,2025-09-12 17:35:23,False
223,1417,127,2025-09-12 17:35:22,True
224,378,34,2025-09-12 17:31:42,False
225,1994,799,2025-09-12 17:34:29,False
226,1503,330,2025-09-12 17:27:52,False
227,13,400,2025-09-12 17:31:20,True
228,1575,758,2025-09-12 17:27:05,True
229,785,694,2025-09-12 17:34:25,False
230,2070,58,2025-09-12 17:34:56,True
231,684,393,2025-09-12 17:29:44,True
232,1793,83,2025-09-12 17:28:04,False
233,1445,457,2025-09-12 17:28:03,False
234,623,221,2025-09-12 17:34:51,False
235,1850,476,2025-09-12 17:35:58,False
236,2047,253,2025-09-12 17:31:58,False
237,1869,481,2025-09-12 17:30:30,False
238,1812,793,2025-09-12 17:34:05,False
239,723,593,2025-09-12 17:28:55,True
240,1775,379,2025-09-12 17:31:56,True
241,1447,163,2025-09-12 17:29:26,False
242,234,442,2025-09-12 17:31:52,False
243,1183,534,2025-09-12 17:31:48,True
244,1152,329,2025-09-12 17:30:03,False
245,1024,110,2025-09-12 17:34:18,True
246,1945,443,2025-09-12 17:27:16,True
247,1054,767,2025-09-12 17:35:06,False
248,96,623,2025-09-12 17:36:04,False
249,1123,274,2025-09-12 17:28:08,True
250,1720,194,2025-09-12 17:37:02,True
251,1271,766,2025-09-12 17:34:47,True
252,204,357,2025-09-12 17:32:58,False
253,194,577,2025-09-12 17:32:12,False
254,312,368,2025-09-12 17:38:01,True
255,1261,511,2025-09-12 17:30:51,False
256,112,671,2025-09-12 17:34:42,False
257,106,623,2025-09-12 17:30:27,False
258,1030,493,2025-09-12 17:38:46,False
259,1587,694,2025-09-12 17:31:44,True
260,861,314,2025-09-12 17:35:10,False
261,1846,606,2025-09-12 17:33:41,False
262,1785,554,2025-09-12 17:31:38,False
263,447,470,2025-09-12 17:29:46,False
264,1010,365,2025-09-12 17:35:13,False
265,1743,545,2025-09-12 17:30:47,True
266,1090,760,2025-09-12 17:34:30,True
267,827,230,2025-09-12 17:29:18,False
268,192,737,2025-09-12 17:27:19,False
269,1618,127,2025-09-12 17:31:02,False
270,39,7,2025-09-12 17:38:02,False
271,30,213,2025-09-12 17:35:19,True
272,1116,483,2025-09-12 17:33:35,True
273,1794,735,2025-09-12 17:30:46,True
274,732,752,2025-09-12 17:36:26,True
275,1478,434,2025-09-12 17:35:43,True
276,1660,472,2025-09-12 17:37:59,True
277,213,155,2025-09-12 17:29:30,False
278,466,137,2025-09-12 17:28:54,True
279,1677,231,2025-09-12 17:31:36,True
280,512,582,2025-09-12 17:33:21,True
281,1557,296,2025-09-12 17:35:56,False
282,1499,655,2025-09-12 17:31:22,False
283,728,555,2025-09-12 17:38:48,False
284,1022,26,2025-09-12 17:28:43,False
285,376,532,2025-09-12 17:31:40,True
286,1140,23,2025-09-12 17:38:16,True
287,1404,297,2025-09-12 17:35:50,False
288,1368,469,2025-09-12 17:32:19,False
289,18,124,2025-09-12 17:33:55,True
290,1719,516,2025-09-12 17:27:22,True
291,2037,598,2025-09-12 17:28:06,True
292,1429,675,2025-09-12 17:36:42,True
293,86,589,2025-09-12 17:28:51,False
294,1238,722,2025-09-12 17:31:09,True
295,1629,589,2025-09-12 17:31:51,False
296,147,643,2025-09-12 17:31:20,False
297,1383,385,2025-09-12 17:31:12,False
298,651,786,2025-09-12 17:38:26,False
299,1144,145,2025-09-12 17:36:31,False
300,1550,419,2025-09-12 17:37:30,False
301,1058,24,2025-09-12 17:36:50,False
302,1748,235,2025-09-12 17:36:04,False
303,1063,285,2025-09-12 17:30:09,False
304,1409,410,2025-09-12 17:37:44,True
305,2049,796,2025-09-12 17:35:30,False
306,2117,361,2025-09-12 17:36:03,True
307,945,499,2025-09-12 17:27:05,True
308,1617,792,2025-09-12 17:29:34,True
309,1910,567,2025-09-12 17:27:22,True
310,2027,203,2025-09-12 17:32:37,True
311,683,105,2025-09-12 17:38:48,True
312,315,215,2025-09-12 17:36:29,False
313,1453,594,2025-09-12 17:34:11,False
314,1009,596,2025-09-12 17:36:43,False
315,512,679,2025-09-12 17:32:51,False
316,40,431,2025-09-12 17:27:03,True
317,865,199,2025-09-12 17:35:14,False
318,2063,606,2025-09-12 17:30:20,False
319,155,408,2025-09-12 17:30:13,False
320,1479,279,2025-09-12 17:28:53,False
321,545,588,2025-09-12 17:32:15,False
322,822,427,2025-09-12 17:34:17,True
323,1849,679,2025-09-12 17:31:19,False
324,372,626,2025-09-12 17:38:54,True
325,255,60,2025-09-12 17:31:40,True
326,1062,548,2025-09-12 17:37:02,True
327,1818,135,2025-09-12 17:30:26,True
328,1875,744,2025-09-12 17:37:45,True
329,2059,123,2025-09-12 17:33:53,True
330,99,611,2025-09-12 17:38:27,False
331,1508,146,2025-09-12 17:37:18,True
332,874,197,2025-09-12 17:36:40,True
333,1705,529,2025-09-12 17:36:39,True
334,1202,120,2025-09-12 17:33:07,False
335,879,405,2025-09-12 17:28:40,True
336,302,246,2025-09-12 17:33:31,False
337,1009,8,2025-09-12 17:35:05,False
338,1942,569,2025-09-12 17:37:41,False
339,1219,213,2025-09-12 17:30:22,False
340,900,495,2025-09-12 17:31:12,False
341,1596,300,2025-09-12 17:32:34,False
342,1814,645,2025-09-12 17:27:48,False
343,557,175,2025-09-12 17:32:46,True
344,1004,489,2025-09-12 17:33:07,True
345,2047,629,2025-09-12 17:35:04,True
346,874,35,2025-09-12 17:31:08,False
347,1849,13,2025-09-12 17:36:07,True
348,1247,82,2025-09-12 17:32:43,False
349,761,480,2025-09-12 17:35:26,True
350,405,518,2025-09-12 17:30:55,False
351,1825,43,2025-09-12 17:34:23,True
352,1534,189,2025-09-12 17:36:37,True
353,141,768,2025-09-12 17:27:18,True
354,1916,800,2025-09-12 17:38:48,True
355,717,502,2025-09-12 17:28:20,False
356,1635,674,2025-09-12 17:28:47,True
357,1738,383,2025-09-12 17:36:40,True
358,18,345,2025-09-12 17:29:22,True
359,1464,184,2025-09-12 17:30:58,True
360,1082,781,2025-09-12 17:34:02,False
361,1310,761,2025-09-12 17:27:46,True
362,1565,529,2025-09-12 17:30:31,True
363,2129,787,2025-09-12 17:35:00,False
364,483,369,2025-09-12 17:34:04,False
365,1293,405,2025-09-12 17:36:09,False
366,1731,156,2025-09-12 17:28:16,False
367,1302,349,2025-09-12 17:28:47,False
368,1232,673,2025-09-12 17:38:39,False
369,823,772,2025-09-12 17:36:23,False
370,61,657,2025-09-12 17:34:33,False
371,587,373,2025-09-12 17:29:20,True
372,1219,135,2025-09-12 17:30:48,True
373,2021,447,2025-09-12 17:30:41,False
374,1224,426,2025-09-12 17:30:45,False
375,1820,790,2025-09-12 17:33:21,True
376,1088,366,2025-09-12 17:28:41,False
377,11,542,2025-09-12 17:27:39,False
378,576,712,2025-09-12 17:31:24,False
379,2149,764,2025-09-12 17:27:13,True
380,2027,726,2025-09-12 17:37:03,False
381,724,350,2025-09-12 17:34:00,True
382,1956,699,2025-09-12 17:29:05,True
383,1721,453,2025-09-12 17:31:49,False
384,603,126,2025-09-12 17:38:00,False
385,1396,237,2025-09-12 17:37:04,True
386,873,545,2025-09-12 17:34:42,False
387,1715,508,2025-09-12 17:30:36,True
388,200,113,2025-09-12 17:28:37,False
389,2131,162,2025-09-12 17:32:50,False
390,1082,92,2025-09-12 17:31:04,False
391,1269,481,2025-09-12 17:37:28,False
392,1250,472,2025-09-12 17:29:03,True
393,1401,601,2025-09-12 17:28:37,True
394,1068,592,2025-09-12 17:31:18,True
395,1011,204,2025-09-12 17:37:14,False
396,311,586,2025-09-12 17:36:11,True
397,315,623,2025-09-12 17:37:46,True
398,290,258,2025-09-12 17:31:08,False
399,73,197,2025-09-12 17:27:47,True
400,893,147,2025-09-12 17:35:09,True
401,991,133,2025-09-12 17:38:47,False
402,1372,356,2025-09-12 17:31:45,False
403,377,146,2025-09-12 17:36:16,False
404,904,371,2025-09-12 17:29:53,False
405,61,180,2025-09-12 17:38:15,False
406,1414,504,2025-09-12 17:38:54,False
407,2149,374,2025-09-12 17:27:08,True
408,525,226,2025-09-12 17:35:23,True
409,1182,4,2025-09-12 17:30:43,False
410,846,80,2025-09-12 17:34:03,True
411,1013,582,2025-09-12 17:32:40,False
412,1360,541,2025-09-12 17:28:44,True
413,1875,453,2025-09-12 17:28:32,False
414,1734,739,2025-09-12 17:35:37,False
415,337,607,2025-09-12 17:36:58,True
416,1830,538,2025-09-12 17:30:56,True
417,366,396,2025-09-12 17:36:51,False
418,1496,760,2025-09-12 17:31:46,False
419,569,472,2025-09-12 17:27:02,False
420,107,530,2025-09-12 17:34:19,True
421,1549,108,2025-09-12 17:38:55,True
422,1702,29,2025-09-12 17:32:59,False
423,1910,378,2025-09-12 17:33:07,False
424,304,781,2025-09-12 17:34:45,False
425,470,752,2025-09-12 17:36:31,False
426,1822,63,2025-09-12 17:38:54,True
427,1257,232,2025-09-12 17:29:50,True
428,1214,22,2025-09-12 17:27:29,False
429,1281,223,2025-09-12 17:28:41,True
430,666,250,2025-09-12 17:37:44,False
431,1699,710,2025-09-12 17:36:47,False
432,1936,650,2025-09-12 17:27:23,True
433,974,720,2025-09-12 17:38:25,False
434,2068,27,2025-09-12 17:31:43,False
435,443,495,2025-09-12 17:30:19,False
436,1273,386,2025-09-12 17:29:58,False
437,221,142,2025-09-12 17:29:42,True
438,1304,210,2025-09-12 17:31:01,False
439,448,315,2025-09-12 17:27:48,True
440,379,376,2025-09-12 17:30:05,True
441,1629,211,2025-09-12 17:30:22,False
442,786,224,2025-09-12 17:30:36,False
443,142,366,2025-09-12 17:30:24,False
444,774,179,2025-09-12 17:29:17,False
445,783,319,2025-09-12 17:32:04,False
446,1986,149,2025-09-12 17:34:53,False
447,583,728,2025-09-12 17:28:04,False
448,1190,613,2025-09-12 17:38:19,True
449,931,142,2025-09-12 17:34:42,False
450,770,556,2025-09-12 17:30:53,False
451,160,585,2025-09-12 17:37:35,False
452,1516,287,2025-09-12 17:29:19,True
453,41,330,2025-09-12 17:27:34,False
454,1406,122,2025-09-12 17:29:02,False
455,1334,791,2025-09-12 17:30:31,True
456,735,692,2025-09-12 17:33:17,False
457,204,773,2025-09-12 17:37:44,False
458,1878,179,2025-09-12 17:32:08,False
459,415,300,2025-09-12 17:38:45,False
460,1025,677,2025-09-12 17:34:24,False
461,3,556,2025-09-12 17:29:39,True
462,1487,356,2025-09-12 17:38:46,True
463,412,1,2025-09-12 17:28:06,False
464,1166,337,2025-09-12 17:29:44,False
465,2016,456,2025-09-12 17:35:07,True
466,2023,769,2025-09-12 17:33:29,False
467,2019,617,2025-09-12 17:27:09,False
468,397,650,2025-09-12 17:29:57,False
469,727,109,2025-09-12 17:33:25,False
470,302,177,2025-09-12 17:27:37,True
471,676,516,2025-09-12 17:36:07,False
472,1218,387,2025-09-12 17:30:01,True
473,831,772,2025-09-12 17:38:42,False
474,1812,541,2025-09-12 17:34:12,False
475,1591,392,2025-09-12 17:28:53,False
476,1115,732,2025-09-12 17:28:28,False
477,1664,168,2025-09-12 17:29:43,True
478,5,742,2025-09-12 17:30:38,False
479,21,215,2025-09-12 17:28:16,False
480,1678,590,2025-09-12 17:29:39,True
481,1297,97,2025-09-12 17:34:07,True
482,1556,790,2025-09-12 17:28:53,False
483,70,532,2025-09-12 17:34:27,True
484,855,452,2025-09-12 17:30:56,True
485,867,464,2025-09-12 17:38:58,False
486,1844,10,2025-09-12 17:29:52,False
487,895,237,2025-09-12 17:31:34,False
488,539,23,2025-09-12 17:35:54,True
489,1633,430,2025-09-12 17:36:30,False
490,1958,747,2025-09-12 17:38:35,True
491,1940,271,2025-09-12 17:36:05,False
492,1193,436,2025-09-12 17:37:07,False
493,1190,739,2025-09-12 17:37:01,False
494,479,775,2025-09-12 17:32:39,False
495,2086,343,2025-09-12 17:34:45,False
496,1193,212,2025-09-12 17:29:43,False
497,1584,690,2025-09-12 17:37:10,True
498,1446,689,2025-09-12 17:36:07,False
499,1410,159,2025-09-12 17:38:18,True
500,311,320,2025-09-12 17:36:42,True
501,2054,280,2025-09-12 17:30:42,True
502,1755,339,2025-09-12 17:34:41,False
503,1628,27,2025-09-12 17:34:17,True
504,1668,649,2025-09-12 17:29:58,True
505,1635,683,2025-09-12 17:37:27,True
506,5,511,2025-09-12 17:34:37,True
507,1559,62,2025-09-12 17:31:47,True
508,781,516,2025-09-12 17:32:25,True
509,987,339,2025-09-12 17:31:28,False
510,1249,559,2025-09-12 17:37:22,False
511,1247,53,2025-09-12 17:30:41,True
512,546,57,2025-09-12 17:27:22,False
513,1018,649,2025-09-12 17:30:22,False
514,11,469,2025-09-12 17:33:57,False
515,200,698,2025-09-12 17:32:04,True
516,1778,278,2025-09-12 17:33:26,True
517,1025,87,2025-09-12 17:36:10,True
518,482,206,2025-09-12 17:34:58,False
519,153,763,2025-09-12 17:28:35,True
520,61,579,2025-09-12 17:36:57,False
521,53,723,2025-09-12 17:29:00,True
522,807,307,2025-09-12 17:38:53,False
523,1144,292,2025-09-12 17:29:11,True
524,1998,64,2025-09-12 17:27:57,True
525,1253,290,2025-09-12 17:30:57,True
526,1861,733,2025-09-12 17:38:59,True
527,1835,116,2025-09-12 17:36:08,True
528,1389,154,2025-09-12 17:28:57,False
529,147,39,2025-09-12 17:36:35,False
530,2135,76,2025-09-12 17:35:12,True
531,150,529,2025-09-12 17:33:46,False
532,1464,763,2025-09-12 17:38:07,False
533,250,66,2025-09-12 17:36:56,False
534,715,457,2025-09-12 17:29:20,False
535,1479,490,2025-09-12 17:27:56,False
536,1437,799,2025-09-12 17:35:52,True
537,1101,461,2025-09-12 17:30:06,False
538,1038,756,2025-09-12 17:36:13,True
539,820,790,2025-09-12 17:30:59,True
540,1878,31,2025-09-12 17:29:11,False
541,792,718,2025-09-12 17:31:08,False
542,252,15,2025-09-12 17:27:53,False
543,165,724,2025-09-12 17:35:42,True
544,472,699,2025-09-12 17:37:23,False
545,1227,316,2025-09-12 17:36:18,False
546,1163,756,2025-09-12 17:28:17,False
547,590,174,2025-09-12 17:31:09,True
548,146,158,2025-09-12 17:36:13,False
549,1057,623,2025-09-12 17:36:27,True
550,1815,430,2025-09-12 17:28:27,False
551,2122,659,2025-09-12 17:32:49,True
552,361,562,2025-09-12 17:35:59,False
553,832,358,2025-09-12 17:36:12,False
554,18,631,2025-09-12 17:28:37,False
555,1629,182,2025-09-12 17:31:27,False
556,1223,682,2025-09-12 17:31:29,True
557,1022,416,2025-09-12 17:32:42,False
558,492,777,2025-09-12 17:36:24,True
559,1883,81,2025-09-12 17:29:21,False
560,1603,573,2025-09-12 17:30:04,True
561,1131,733,2025-09-12 17:27:47,True
562,2046,708,2025-09-12 17:34:19,False
563,811,749,2025-09-12 17:35:24,False
564,793,204,2025-09-12 17:30:32,False
565,2102,51,2025-09-12 17:29:25,False
566,8,776,2025-09-12 17:30:47,False
567,562,559,2025-09-12 17:38:57,True
568,582,582,2025-09-12 17:37:53,True
569,1955,402,2025-09-12 17:28:33,True
570,907,250,2025-09-12 17:35:52,False
571,1981,8,2025-09-12 17:29:33,False
572,183,430,2025-09-12 17:37:41,False
573,284,179,2025-09-12 17:34:34,False
574,475,768,2025-09-12 17:28:15,False
575,1839,432,2025-09-12 17:34:14,False
576,66,243,2025-09-12 17:37:51,False
577,428,268,2025-09-12 17:36:21,True
578,1731,216,2025-09-12 17:28:24,False
579,1333,300,2025-09-12 17:32:31,False
580,47,219,2025-09-12 17:34:53,True
581,249,24,2025-09-12 17:29:50,True
582,334,455,2025-09-12 17:38:39,True
583,2122,135,2025-09-12 17:31:44,False
584,514,374,2025-09-12 17:32:47,False
585,894,447,2025-09-12 17:27:32,True
586,1271,760,2025-09-12 17:27:35,True
587,2107,76,2025-09-12 17:27:13,False
588,2116,162,2025-09-12 17:27:29,True
589,468,649,2025-09-12 17:38:22,False
590,904,387,2025-09-12 17:38:49,False
591,1521,299,2025-09-12 17:27:26,True
592,1833,749,2025-09-12 17:27:33,False
593,2051,652,2025-09-12 17:28:27,False
594,365,398,2025-09-12 17:32:32,False
595,1507,345,2025-09-12 17:29:50,True
596,2045,613,2025-09-12 17:37:54,True
597,2124,590,2025-09-12 17:37:01,False
598,198,565,2025-09-12 17:28:25,True
599,1474,76,2025-09-12 17:28:26,False
600,939,783,2025-09-12 17:38:46,True
601,904,601,2025-09-12 17:30:16,False
602,440,392,2025-09-12 17:35:14,True
603,1267,584,2025-09-12 17:28:42,True
604,1195,569,2025-09-12 17:34:31,False
605,973,775,2025-09-12 17:36:13,True
606,1400,788,2025-09-12 17:38:05,False
607,535,247,2025-09-12 17:33:22,False
608,573,473,2025-09-12 17:28:00,False
609,1030,453,2025-09-12 17:37:47,False
610,2023,450,2025-09-12 17:37:21,False
611,207,170,2025-09-12 17:27:28,True
612,716,532,2025-09-12 17:29:35,False
613,562,714,2025-09-12 17:33:03,False
614,1235,757,2025-09-12 17:32:22,False
615,1092,560,2025-09-12 17:33:30,False
616,889,600,2025-09-12 17:38:30,False
617,925,29,2025-09-12 17:28:59,False
618,571,326,2025-09-12 17:35:38,True
619,869,99,2025-09-12 17:38:03,False
620,1211,623,2025-09-12 17:31:58,False
621,192,342,2025-09-12 17:32:01,True
622,242,147,2025-09-12 17:31:29,False
623,91,665,2025-09-12 17:29:45,False
624,480,400,2025-09-12 17:28:29,False
625,1796,340,2025-09-12 17:36:20,False
626,1449,175,2025-09-12 17:29:33,True
627,1811,662,2025-09-12 17:37:16,True
628,19,367,2025-09-12 17:38:26,False
629,840,482,2025-09-12 17:36:52,True
630,1972,710,2025-09-12 17:36:14,True
631,27,567,2025-09-12 17:35:10,True
632,1829,187,2025-09-12 17:31:56,True
633,554,279,2025-09-12 17:35:24,True
634,513,569,2025-09-12 17:35:56,False
635,1408,673,2025-09-12 17:28:20,True
636,1740,553,2025-09-12 17:29:36,False
637,209,382,2025-09-12 17:30:01,True
638,1040,500,2025-09-12 17:31:57,False
639,1090,680,2025-09-12 17:35:35,False
640,339,705,2025-09-12 17:37:38,True
641,738,11,2025-09-12 17:27:45,False
642,1581,427,2025-09-12 17:32:23,False
643,1016,508,2025-09-12 17:33:30,True
644,979,654,2025-09-12 17:35:02,False
645,1408,27,2025-09-12 17:27:43,False
646,72,176,2025-09-12 17:35:41,False
647,797,692,2025-09-12 17:34:27,True
